Name,Description,Stars,Language,Repo URL,Difficulty
quick-portfolio,[DISCONTINUED] Use this template if you need a quick developer / data science portfolio! Based on a Minimal Jekyll theme for GitHub Pages.,575,HTML,https://github.com/evanca/quick-portfolio,Beginner
articles,"A repository for the source code, notebooks, data, files, and other assets used in the data science and machine learning articles on LearnDataSci",569,Jupyter Notebook,https://github.com/LearnDataSci/articles,Beginner
geospatialdatascience,Course materials for: Geospatial Data Science,568,Jupyter Notebook,https://github.com/mszell/geospatialdatascience,Beginner
kaggle-ndsb,Winning solution for the National Data Science Bowl competition on Kaggle (plankton classification),565,Python,https://github.com/benanne/kaggle-ndsb,Beginner
Mathematics-for-Machine-Learning-and-Data-Science-Specialization-Coursera,Mathematics for Machine Learning and Data Science Specialization - Coursera - deeplearning.ai - solutions and notes ,561,Jupyter Notebook,https://github.com/greyhatguy007/Mathematics-for-Machine-Learning-and-Data-Science-Specialization-Coursera,Beginner
Data-Science-EBooks,"This repository contains resources in the form of ebooks, which are related to Data Science, Machine Learning, and similar topics.",551,,https://github.com/aniketpotabatti/Data-Science-EBooks,Beginner
heamy,A set of useful tools for competitive data science.,550,Python,https://github.com/rushter/heamy,Beginner
awesome-sentinel,"curated list of awesome tools, tutorials and APIs for Copernicus Sentinel satellite data",549,,https://github.com/kr-stn/awesome-sentinel,Beginner
data_sci_guide,A community-sourced data science repo.,548,,https://github.com/Chris-Engelhardt/data_sci_guide,Beginner
data_science_delivered,Observations from Ian on successfully delivering data science products,543,Jupyter Notebook,https://github.com/ianozsvald/data_science_delivered,Beginner
Azure-TDSP-ProjectTemplate,TDSP: Data science project template repository with standardized directory structure and document templates to support efficient project execution and collaboration. ,543,R,https://github.com/Azure/Azure-TDSP-ProjectTemplate,Beginner
onyxia,🔬 Data science environment for k8s,542,TypeScript,https://github.com/InseeFrLab/onyxia,Beginner
algorithms,✨ Algorithms & Data Structures & Computer Science studies,535,C++,https://github.com/imteekay/algorithms,Beginner
data-science-learning-resources,A collection of data science and machine learning resources that I've found helpful (I only post what I've read!),534,,https://github.com/bradleyboehmke/data-science-learning-resources,Beginner
dataverse,"The Universe of Data. All about data, data science, and data engineering",534,Python,https://github.com/UpstageAI/dataverse,Beginner
Data-Science-Tutorials,Data Science Tutorials,533,,https://github.com/datasciencescoop/Data-Science-Tutorials,Beginner
shinyproxy,ShinyProxy - Open Source Enterprise Deployment for Shiny and data science apps,531,Java,https://github.com/openanalytics/shinyproxy,Beginner
GeoStats.jl,An extensible framework for geospatial data science and geostatistical modeling fully written in Julia,529,Julia,https://github.com/JuliaEarth/GeoStats.jl,Beginner
pycon-2019-tutorial,Data Science Best Practices with pandas,528,Jupyter Notebook,https://github.com/justmarkham/pycon-2019-tutorial,Beginner
For-Data-Science-Beginners,Set of 📝 with 🔗 to help those who are Data Science beginners 🤖,517,,https://github.com/amrrs/For-Data-Science-Beginners,Beginner
production-tools,A bare-bones repository demonstrating how to set up tools for data science projects that will help you write higher quality code.,515,Python,https://github.com/thuijskens/production-tools,Beginner
DataScience,"Data Science in Julia course for JuliaAcademy.com, taught by Huda Nassar ",513,Jupyter Notebook,https://github.com/JuliaAcademy/DataScience,Beginner
avogadrolibs,"Avogadro libraries provide 3D rendering, visualization, analysis and data processing useful in computational chemistry, molecular modeling, bioinformatics, materials science, and related areas.",506,C++,https://github.com/OpenChemistry/avogadrolibs,Beginner
introducao-a-data-science,Conteúdo da primeira parte do curso de introdução a Data Science da Alura,505,Jupyter Notebook,https://github.com/alura-cursos/introducao-a-data-science,Beginner
120-DS-Interview-Questions,My Answer to 120 Data Science Interview Questions,504,Jupyter Notebook,https://github.com/JifuZhao/120-DS-Interview-Questions,Beginner
matminer,Data mining for materials science,501,HTML,https://github.com/hackingmaterials/matminer,Beginner
dslp,The Data Science Lifecycle Process is a process for taking data science teams from Idea to Value repeatedly and sustainably. The process is documented in this repo. ,497,,https://github.com/dslp/dslp,Beginner
DataScience_ArtificialIntelligence_Utils,Examples of Data Science projects and Artificial Intelligence use-cases,491,Jupyter Notebook,https://github.com/mdipietro09/DataScience_ArtificialIntelligence_Utils,Beginner
Best-Data-Science-Resources,This repository contains the best Data Science free hand-picked resources to equip you with all the industry-driven skills and interview preparation kit.,491,Jupyter Notebook,https://github.com/Mohitkr95/Best-Data-Science-Resources,Beginner
ufora,"Compiled, automatically parallel Python for data science",491,Python,https://github.com/ufora/ufora,Beginner
doing_data_science,This is the example code repository for Doing Data Science by Cathy O'Neil and Rachel Schutt (O'Reilly Media),488,,https://github.com/oreillymedia/doing_data_science,Beginner
datasciencecoursera,for Data Science class on Coursera,486,,https://github.com/geniayuan/datasciencecoursera,Beginner
JuliaDataScience,Book on Julia for Data Science,482,Julia,https://github.com/JuliaDataScience/JuliaDataScience,Beginner
docker-django,"A complete docker package for django which is easy to understand and can be deployed anywhere(supports Data Science related libraries like numpy, scipy etc).",478,Python,https://github.com/ruddra/docker-django,Beginner
zmPDSwR,"Example R scripts and data for ""Practical Data Science with R"" 1st edition by Nina Zumel and John Mount (Manning Publications)",477,HTML,https://github.com/WinVector/zmPDSwR,Beginner
featran,A Scala feature transformation library for data science and machine learning,466,Scala,https://github.com/spotify/featran,Beginner
Data-Science-Handbook,A curated list of data science educational resources for essential data science skills ,465,,https://github.com/youssefHosni/Data-Science-Handbook,Beginner
datascience-fails,Collection of articles listing reasons why data science projects fail.,461,,https://github.com/xLaszlo/datascience-fails,Beginner
Agile_Data_Code_2,"Code for Agile Data Science 2.0, O'Reilly 2017, Second Edition",458,Jupyter Notebook,https://github.com/rjurney/Agile_Data_Code_2,Beginner
production-data-science,Production Data Science: a workflow for collaborative data science aimed at production,454,Jupyter Notebook,https://github.com/FilippoBovo/production-data-science,Beginner
awesome-ml-internships,List of companies offering Machine learning and Data Science internships,454,,https://github.com/pratikratadiya/awesome-ml-internships,Beginner
anvio,An analysis and visualization platform for 'omics data,449,Python,https://github.com/merenlab/anvio,Beginner
academic_advisory,Collected opinions and advice for academic programs focused on data science skills.,444,,https://github.com/brohrer/academic_advisory,Beginner
ML_Process_Course,Public repo for the 365 Data Science ML Process Course,443,Jupyter Notebook,https://github.com/PlayingNumbers/ML_Process_Course,Beginner
introduction-datascience-python-book,"Introduction to Data Science: A Python Approach to Concepts, Techniques and Applications",440,Jupyter Notebook,https://github.com/DataScienceUB/introduction-datascience-python-book,Beginner
Mathematics-for-Machine-Learning-and-Data-Science-Specialization,"Master the Toolkit of AI and Machine Learning. Mathematics for Machine Learning and Data Science is a beginner-friendly Specialization where you’ll learn the fundamental mathematics toolkit of machine learning: calculus, linear algebra, statistics, and probability.",440,Jupyter Notebook,https://github.com/Ryota-Kawamura/Mathematics-for-Machine-Learning-and-Data-Science-Specialization,Beginner
polars_ds_extension,Polars extension for general data science use cases,439,Rust,https://github.com/abstractqqq/polars_ds_extension,Beginner
R-vs.-Python-for-Data-Science,,437,,https://github.com/matloff/R-vs.-Python-for-Data-Science,Beginner
Python4DataScience.CH,从0开始接触Python处理数据科学问题。包含Python0基础入门、科学计算工具入门、数学与计算机基础入门、统计学习入门。,435,Jupyter Notebook,https://github.com/catalystfrank/Python4DataScience.CH,Beginner
Data_Science_Masters_Program_2021,,434,Jupyter Notebook,https://github.com/commit-live-students/Data_Science_Masters_Program_2021,Beginner
ML-CaPsule,"ML-capsule is a Project for beginners and experienced data science Enthusiasts who don't have a mentor or guidance and wish to learn Machine learning. Using our repo they can learn ML, DL, and many related technologies with different real-world projects and become Interview ready.",434,Jupyter Notebook,https://github.com/Niketkumardheeryan/ML-CaPsule,Beginner
Data-Science-and-Machine-Learning-from-Scratch,Implements common data science methods and machine learning algorithms from scratch in python. Intuition and theory behind the algorithms is also discussed.,431,Jupyter Notebook,https://github.com/hammadshaikhha/Data-Science-and-Machine-Learning-from-Scratch,Beginner
DIY-Data-Science,Machine Learning Tool Guides and Theory Notes,421,,https://github.com/jxieeducation/DIY-Data-Science,Beginner
learn,"The place to learn about the top technology, programming, web3, business, media, gaming, data science, finance, and cybersecurity stories from around the internet!",420,,https://github.com/hackernoon/learn,Beginner
pyspark-tutorials,Code snippets and tutorials for working with social science data in PySpark,419,Jupyter Notebook,https://github.com/UrbanInstitute/pyspark-tutorials,Beginner
data-science-learning,"Repository of code and resources related to different data science and machine learning topics. For learning, practice and teaching purposes.",415,Jupyter Notebook,https://github.com/5agado/data-science-learning,Beginner
ElementsOfDataScience,"An introduction to data science in Python, for people with no programming experience.",413,Jupyter Notebook,https://github.com/AllenDowney/ElementsOfDataScience,Beginner
Awesome-AI-Data-Guided-Projects,A curated list of data science & AI guided projects to start building your portfolio,413,,https://github.com/youssefHosni/Awesome-AI-Data-Guided-Projects,Beginner
Azure-MachineLearning-DataScience,,409,HTML,https://github.com/Azure-Samples/Azure-MachineLearning-DataScience,Beginner
exercises,Trustbit (Softwarepark) exercises and dojos for DDD and Data Science 💖,409,Python,https://github.com/trustbit/exercises,Beginner
